hex_id,dft_Emp_Wa,dft_Edu_Wa,dft_Hth_Wa,dft_Lei_Wa,dft_Shp_Wa,dft_Res_Wa,dft_All_Wa,dft_Emp_Cy,dft_Edu_Cy,dft_Hth_Cy,dft_Lei_Cy,dft_Shp_Cy,dft_Res_Cy,dft_All_Cy,dft_Emp_PT,dft_Edu_PT,dft_Hth_PT,dft_Lei_PT,dft_Shp_PT,dft_Res_PT,dft_All_PT,dft_Emp_Ca,dft_Edu_Ca,dft_Hth_Ca,dft_Lei_Ca,dft_Shp_Ca,dft_Res_Ca,dft_All_Ca,dft_Emp_To,dft_Edu_To,dft_Hth_To,dft_Lei_To,dft_Shp_To,dft_Res_To,dft_All_To,dft_Emp_Wa_100,dft_Edu_Wa_100,dft_Hth_Wa_100,dft_Lei_Wa_100,dft_Shp_Wa_100,dft_Res_Wa_100,dft_All_Wa_100,dft_Emp_Cy_100,dft_Edu_Cy_100,dft_Hth_Cy_100,dft_Lei_Cy_100,dft_Shp_Cy_100,dft_Res_Cy_100,dft_All_Cy_100,dft_Emp_PT_100,dft_Edu_PT_100,dft_Hth_PT_100,dft_Lei_PT_100,dft_Shp_PT_100,dft_Res_PT_100,dft_All_PT_100,dft_Emp_Ca_100,dft_Edu_Ca_100,dft_Hth_Ca_100,dft_Lei_Ca_100,dft_Shp_Ca_100,dft_Res_Ca_100,dft_All_Ca_100,dft_Emp_To_100,dft_Edu_To_100,dft_Hth_To_100,dft_Lei_To_100,dft_Shp_To_100,dft_Res_To_100,dft_All_To_100
SG00451,35.14,46.19,43.34,41.0,32.41,54.22,41.85,63.23,60.19,54.03,59.13,51.54,70.82,61.45,61.97,61.72,58.49,58.46,55.88,62.41,60.05,80.09,79.09,78.68,79.02,79.17,85.95,81.39,56.45,53.84,52.12,50.98,45.21,59.82,52.99,10.0,23.0,24.0,14.0,7.0,11.0,12.0,35.0,16.0,19.0,18.0,8.0,36.0,18.0,41.0,22.0,31.0,28.0,15.0,40.0,24.0,55.0,42.0,37.0,21.0,9.0,55.0,19.0,32.0,22.0,26.0,19.0,11.0,23.0,16.0
SG00410,35.14,46.19,43.34,41.0,32.41,54.22,41.85,63.23,60.19,54.03,59.13,51.54,70.82,61.45,61.97,61.72,58.49,58.46,55.88,62.41,60.05,80.09,79.09,78.68,79.02,79.17,85.95,81.39,56.45,53.84,52.12,50.98,45.21,59.82,52.99,10.0,23.0,24.0,14.0,7.0,11.0,12.0,35.0,16.0,19.0,18.0,8.0,36.0,18.0,41.0,22.0,31.0,28.0,15.0,40.0,24.0,55.0,42.0,37.0,21.0,9.0,55.0,19.0,32.0,22.0,26.0,19.0,11.0,23.0,16.0
SG00369,29.58,9.71,10.33,20.33,10.55,38.76,18.07,60.94,33.04,29.41,39.43,33.3,66.21,49.74,49.85,33.7,27.6,31.86,25.3,47.73,37.31,79.91,59.21,59.67,67.21,66.95,85.94,72.21,47.12,21.27,20.38,27.46,19.11,45.5,30.67,5.0,1.0,5.0,1.0,1.0,3.0,1.0,31.0,2.0,5.0,2.0,2.0,21.0,5.0,18.0,3.0,6.0,3.0,3.0,8.0,5.0,53.0,3.0,4.0,3.0,2.0,55.0,3.0,13.0,2.0,5.0,2.0,1.0,5.0,3.0
SG00329,21.37,4.55,3.62,10.62,6.81,29.14,11.39,56.93,24.93,20.95,30.89,27.63,62.33,44.08,43.13,26.16,19.3,21.43,17.61,41.53,29.57,77.62,41.46,41.19,52.42,52.8,83.78,61.32,40.42,14.9,12.72,17.49,13.28,37.88,23.51,2.0,1.0,2.0,0.0,0.0,1.0,0.0,23.0,1.0,3.0,0.0,1.0,16.0,2.0,7.0,1.0,2.0,0.0,1.0,4.0,2.0,35.0,0.0,0.0,0.0,0.0,37.0,0.0,5.0,1.0,2.0,0.0,1.0,2.0,1.0
SG00289,17.47,4.94,2.88,7.21,6.7,25.33,9.87,54.99,22.94,18.55,28.02,26.18,60.66,42.06,40.58,24.54,17.53,18.16,16.14,39.48,27.4,76.41,33.69,32.96,45.54,46.3,82.63,56.3,37.64,14.31,11.36,14.19,12.42,35.05,21.61,1.0,1.0,2.0,0.0,0.0,0.0,0.0,18.0,1.0,2.0,0.0,1.0,11.0,1.0,5.0,1.0,2.0,0.0,1.0,3.0,2.0,27.0,0.0,0.0,0.0,0.0,28.0,0.0,4.0,1.0,2.0,0.0,1.0,2.0,1.0
SG00251,21.76,13.0,7.62,14.56,13.83,31.35,16.9,55.16,32.7,25.75,35.3,34.73,60.87,46.18,43.36,33.15,23.61,24.43,24.19,42.22,33.18,77.15,44.71,42.18,52.79,55.73,83.34,62.49,40.41,22.74,16.94,21.0,20.09,39.1,27.77,2.0,2.0,4.0,0.0,2.0,1.0,1.0,18.0,2.0,4.0,1.0,2.0,11.0,3.0,7.0,3.0,4.0,1.0,3.0,4.0,3.0,31.0,0.0,0.0,0.0,0.0,33.0,0.0,5.0,2.0,3.0,0.0,2.0,3.0,2.0
SG00214,19.99,9.66,5.66,11.52,10.88,28.86,14.0,55.09,28.66,22.77,32.29,31.19,60.78,44.47,42.21,29.59,21.1,21.83,20.86,41.09,30.79,76.85,40.15,38.36,49.79,51.83,83.05,59.93,39.26,19.25,14.63,18.18,16.92,37.42,25.22,1.0,1.0,3.0,0.0,1.0,1.0,0.0,18.0,1.0,3.0,0.0,2.0,11.0,2.0,6.0,2.0,3.0,0.0,2.0,4.0,2.0,29.0,0.0,0.0,0.0,0.0,30.0,0.0,5.0,1.0,3.0,0.0,1.0,2.0,1.0
SG00181,24.5,16.52,13.62,19.61,20.57,34.18,21.68,55.42,38.97,32.13,39.37,41.92,61.31,49.12,45.27,37.88,29.3,29.03,31.64,44.21,37.55,77.59,49.68,46.83,56.22,60.53,83.79,65.54,42.27,26.95,22.82,25.76,27.23,41.36,32.2,2.0,3.0,6.0,1.0,3.0,2.0,2.0,19.0,4.0,6.0,2.0,4.0,13.0,5.0,9.0,4.0,6.0,2.0,5.0,5.0,5.0,35.0,1.0,1.0,0.0,1.0,37.0,1.0,6.0,3.0,6.0,1.0,4.0,3.0,3.0
SG00156,41.89,50.22,50.57,45.26,61.36,59.58,54.08,52.14,70.64,62.91,56.29,74.91,59.54,60.49,47.66,63.31,54.98,45.86,65.78,48.85,55.23,77.99,78.2,74.66,72.22,88.75,84.19,81.73,47.22,57.19,53.66,46.4,64.35,55.0,55.28,18.0,28.0,36.0,18.0,26.0,17.0,22.0,13.0,33.0,34.0,13.0,31.0,7.0,16.0,13.0,24.0,25.0,11.0,26.0,9.0,16.0,38.0,36.0,21.0,7.0,34.0,41.0,21.0,13.0,28.0,29.0,13.0,26.0,12.0,18.0
SG00132,44.51,70.81,68.59,55.04,81.46,63.32,68.82,51.12,78.77,70.13,59.96,84.47,58.98,63.37,49.56,72.38,65.94,52.12,79.84,50.5,62.43,77.65,85.12,79.02,74.61,94.31,83.84,84.69,48.88,72.31,67.59,53.99,80.92,57.43,65.17,23.0,79.0,80.0,34.0,69.0,24.0,56.0,11.0,59.0,56.0,19.0,59.0,6.0,22.0,18.0,45.0,51.0,17.0,59.0,13.0,30.0,36.0,86.0,39.0,10.0,80.0,38.0,39.0,17.0,67.0,67.0,23.0,63.0,18.0,38.0
SG00109,42.62,74.41,64.12,47.54,69.48,62.68,64.39,49.4,81.12,67.27,55.29,72.96,57.62,60.13,48.46,72.98,63.37,48.07,69.65,49.65,58.81,77.18,86.28,77.57,72.27,90.26,83.41,82.89,47.51,74.58,64.18,48.4,69.85,56.63,61.25,19.0,86.0,72.0,22.0,39.0,23.0,42.0,6.0,67.0,47.0,12.0,28.0,4.0,15.0,15.0,49.0,43.0,12.0,33.0,11.0,21.0,32.0,93.0,32.0,7.0,44.0,33.0,25.0,13.0,77.0,58.0,15.0,36.0,16.0,28.0
SG00088,38.18,57.13,42.44,32.48,50.16,59.86,49.51,47.74,70.13,54.06,44.58,62.66,56.36,54.16,44.51,64.05,50.95,38.89,54.31,46.67,50.05,76.2,74.33,69.62,65.44,83.12,82.55,77.35,43.76,61.11,47.67,36.55,52.95,53.84,50.25,13.0,41.0,24.0,8.0,16.0,17.0,18.0,3.0,32.0,19.0,5.0,14.0,3.0,9.0,8.0,26.0,19.0,6.0,14.0,6.0,12.0,26.0,21.0,11.0,2.0,14.0,27.0,9.0,8.0,33.0,21.0,7.0,15.0,10.0,13.0
SG00069,35.61,46.7,33.66,26.57,44.03,58.16,42.93,46.91,63.14,47.53,39.28,56.94,55.44,50.86,43.78,59.7,47.7,36.52,51.22,45.95,47.76,75.5,66.97,64.45,60.56,78.16,81.9,73.59,42.6,53.4,41.9,32.43,48.36,52.65,46.16,10.0,24.0,15.0,4.0,12.0,15.0,13.0,2.0,20.0,14.0,2.0,10.0,2.0,6.0,7.0,19.0,15.0,5.0,12.0,6.0,10.0,20.0,9.0,7.0,0.0,8.0,22.0,4.0,6.0,22.0,15.0,4.0,12.0,9.0,11.0
SG00050,16.08,4.02,4.5,21.18,6.9,36.74,13.29,43.81,33.74,27.28,36.71,28.91,50.53,39.66,27.73,18.19,15.31,22.36,12.53,33.91,21.61,76.22,62.54,63.23,65.43,72.49,82.4,72.68,27.53,11.68,11.18,22.95,10.83,36.83,19.77,1.0,1.0,3.0,2.0,0.0,3.0,0.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,26.0,5.0,6.0,2.0,4.0,26.0,3.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0
SG00031,15.62,5.36,3.84,20.71,6.76,35.27,13.28,43.25,32.7,25.48,35.35,27.57,49.87,38.75,26.56,17.9,14.22,21.73,12.04,32.82,20.85,75.97,60.98,61.66,64.32,70.89,82.18,71.65,26.59,12.2,10.24,22.34,10.46,35.59,19.29,1.0,1.0,3.0,1.0,0.0,2.0,0.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,23.0,4.0,5.0,1.0,3.0,25.0,3.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0
SG00019,0.89,0.84,0.22,16.08,0.55,9.71,4.46,36.04,9.09,9.56,23.63,10.67,42.83,26.79,1.75,1.17,0.73,14.0,0.78,12.43,4.2,72.96,38.16,46.53,53.38,51.36,79.35,59.41,6.39,1.42,0.84,15.64,1.17,13.79,6.12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG00011,0.0,0.0,0.0,15.88,0.0,8.41,3.76,35.73,7.75,8.93,23.24,9.82,42.54,26.23,0.45,0.0,0.0,13.61,0.0,11.4,3.23,72.84,37.14,45.99,53.02,50.54,79.24,58.92,5.31,0.41,0.33,15.33,0.49,12.69,5.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG00005,0.0,0.0,0.0,15.88,0.0,8.41,3.76,35.73,7.75,8.93,23.24,9.82,42.54,26.23,0.45,0.0,0.0,13.61,0.0,11.4,3.23,72.84,37.14,45.99,53.02,50.54,79.24,58.92,5.31,0.41,0.33,15.33,0.49,12.69,5.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD00672,0.0,0.58,0.0,6.29,0.19,2.21,1.58,33.84,15.27,10.52,23.08,18.7,40.36,27.68,13.22,10.99,6.4,15.97,10.05,19.82,12.83,73.05,36.25,38.56,46.7,47.16,79.39,56.18,13.23,5.82,3.83,12.34,6.07,13.61,9.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD00641,0.0,0.78,0.0,2.88,0.26,0.0,0.81,33.17,17.95,11.08,23.02,21.86,39.59,28.2,17.76,14.9,8.68,16.81,13.63,22.82,16.25,73.13,35.93,35.92,44.45,45.96,79.45,55.2,16.05,7.74,5.08,11.27,8.06,13.94,11.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
MD00485,16.26,13.52,4.18,23.21,16.2,33.41,18.63,44.84,39.88,17.2,39.02,30.52,53.03,41.66,31.9,33.84,18.26,27.73,21.04,35.07,28.73,69.08,64.5,65.16,70.41,70.02,76.99,71.07,30.38,23.69,12.26,26.65,19.37,36.05,25.78,1.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,0.0,7.0,7.0,5.0,3.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0
MD00434,22.5,7.86,3.14,24.78,9.52,37.67,16.69,47.31,43.3,21.97,46.58,31.5,55.71,44.91,34.15,30.17,18.15,30.34,19.13,37.91,28.95,69.61,68.45,67.8,73.49,72.35,77.5,73.14,33.55,19.32,11.93,29.19,15.46,39.55,25.37,2.0,1.0,2.0,3.0,1.0,3.0,1.0,2.0,6.0,3.0,6.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,3.0,2.0,0.0,11.0,9.0,8.0,4.0,0.0,4.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0
MD00382,24.85,6.66,2.59,26.2,8.67,39.53,16.87,48.18,44.58,23.93,49.71,33.54,56.71,46.43,34.66,28.86,17.55,31.13,18.82,38.7,28.97,69.77,70.15,68.77,74.55,73.81,77.64,74.08,34.53,18.2,11.44,30.43,15.02,40.85,25.58,3.0,1.0,2.0,3.0,1.0,3.0,1.0,3.0,7.0,3.0,8.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,3.0,2.0,0.0,13.0,10.0,10.0,5.0,0.0,5.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0
MD00329,30.83,20.52,4.77,35.61,14.31,45.48,25.53,49.08,59.46,33.45,55.48,43.99,57.82,51.75,38.74,43.7,25.98,39.7,28.75,42.92,37.25,70.26,77.24,72.81,77.11,78.76,78.09,77.19,38.61,32.62,17.27,39.15,23.07,45.64,33.78,6.0,4.0,3.0,10.0,2.0,6.0,3.0,5.0,15.0,6.0,13.0,5.0,4.0,7.0,4.0,7.0,5.0,7.0,4.0,4.0,5.0,0.0,31.0,16.0,15.0,8.0,1.0,9.0,5.0,5.0,3.0,9.0,2.0,5.0,4.0
MD00277,33.92,27.13,5.86,40.68,17.32,48.56,29.91,49.35,65.49,37.29,57.19,48.32,58.26,53.79,40.02,49.3,28.07,42.9,31.41,44.23,39.94,70.5,79.36,74.38,77.62,80.15,78.28,78.08,40.16,38.8,19.0,43.04,25.97,47.69,37.11,9.0,7.0,3.0,14.0,2.0,7.0,5.0,6.0,23.0,8.0,15.0,6.0,5.0,9.0,5.0,10.0,6.0,9.0,5.0,5.0,6.0,0.0,43.0,20.0,17.0,10.0,2.0,10.0,5.0,9.0,4.0,11.0,3.0,6.0,6.0
MD00226,34.63,30.03,8.48,40.19,19.48,50.15,31.61,48.93,64.4,39.76,53.5,49.05,57.94,52.99,39.66,49.86,28.12,41.66,30.61,44.17,39.53,70.17,76.72,75.22,75.19,78.82,77.91,76.81,40.02,40.51,20.25,41.94,26.57,48.37,37.51,10.0,10.0,4.0,13.0,3.0,8.0,6.0,5.0,22.0,9.0,11.0,7.0,4.0,8.0,5.0,10.0,6.0,8.0,4.0,5.0,5.0,0.0,29.0,23.0,11.0,8.0,0.0,8.0,5.0,10.0,5.0,11.0,4.0,6.0,6.0
MD00177,36.51,36.92,11.13,40.31,23.42,52.3,35.26,49.73,70.69,45.23,57.17,54.2,58.95,55.82,40.5,54.33,30.65,42.52,34.05,45.31,41.74,70.38,79.75,78.03,76.61,81.17,78.09,78.33,41.1,46.37,22.95,42.69,30.33,49.97,40.34,11.0,14.0,5.0,14.0,4.0,10.0,9.0,7.0,33.0,13.0,15.0,9.0,6.0,11.0,5.0,14.0,7.0,9.0,6.0,5.0,7.0,0.0,45.0,33.0,14.0,11.0,1.0,11.0,5.0,15.0,6.0,11.0,5.0,7.0,8.0
MD00136,33.63,31.51,19.39,29.92,31.46,49.98,34.0,48.14,58.08,43.89,45.38,54.31,57.29,51.37,39.61,45.64,36.01,38.04,39.39,44.51,40.8,70.74,72.55,80.13,72.72,81.45,78.23,77.01,39.66,39.14,29.34,35.1,36.63,48.39,38.99,8.0,10.0,8.0,6.0,7.0,8.0,8.0,3.0,14.0,12.0,5.0,9.0,3.0,6.0,5.0,8.0,9.0,6.0,7.0,5.0,6.0,1.0,17.0,44.0,8.0,12.0,1.0,9.0,5.0,9.0,9.0,6.0,7.0,6.0,7.0
MD00096,28.91,10.66,11.96,21.9,16.79,44.69,21.07,47.25,44.02,36.91,37.87,44.56,56.24,46.04,36.87,31.65,27.07,30.53,25.55,41.55,32.33,70.9,63.21,77.84,70.01,77.18,78.34,74.14,36.73,21.47,21.07,27.37,22.6,44.51,28.98,5.0,1.0,5.0,2.0,2.0,6.0,2.0,2.0,6.0,8.0,1.0,5.0,3.0,3.0,4.0,2.0,5.0,3.0,3.0,4.0,3.0,1.0,6.0,32.0,4.0,7.0,2.0,5.0,4.0,2.0,5.0,2.0,2.0,4.0,2.0
BA00605,39.16,39.2,62.37,43.87,66.2,58.46,52.27,48.08,57.36,67.23,52.17,68.34,59.22,55.22,42.8,56.61,65.55,45.73,61.07,49.03,51.83,70.44,60.55,83.49,65.96,78.16,77.58,73.34,42.93,47.83,64.59,45.43,63.83,54.54,52.37,13.0,17.0,67.0,17.0,32.0,16.0,20.0,3.0,13.0,47.0,10.0,18.0,7.0,10.0,6.0,15.0,50.0,11.0,20.0,10.0,13.0,0.0,4.0,64.0,2.0,8.0,0.0,4.0,7.0,16.0,59.0,13.0,26.0,11.0,15.0
BA00583,37.68,40.56,56.27,49.27,63.8,58.28,52.43,49.11,60.74,68.95,57.69,75.34,60.26,58.29,43.47,57.87,60.96,49.54,58.88,49.71,52.17,71.73,70.05,88.4,73.46,86.34,78.78,79.03,43.17,49.26,59.56,50.05,62.0,54.87,52.85,12.0,18.0,50.0,25.0,30.0,15.0,20.0,5.0,17.0,53.0,15.0,32.0,10.0,13.0,7.0,16.0,36.0,14.0,17.0,11.0,13.0,4.0,13.0,88.0,8.0,23.0,4.0,12.0,7.0,17.0,43.0,17.0,22.0,12.0,15.0
BA00551,35.12,33.71,48.48,51.6,56.66,57.75,48.16,48.96,51.96,64.57,56.86,69.03,60.07,55.77,44.59,56.41,58.76,51.22,55.17,50.75,51.59,72.57,67.94,86.99,75.9,88.03,79.46,80.04,43.3,44.58,54.86,51.82,56.62,55.09,50.64,10.0,12.0,32.0,29.0,20.0,15.0,17.0,5.0,11.0,38.0,14.0,19.0,9.0,11.0,8.0,15.0,31.0,16.0,14.0,14.0,12.0,8.0,10.0,82.0,12.0,31.0,7.0,14.0,7.0,13.0,31.0,20.0,17.0,12.0,13.0
BA00515,31.35,21.59,19.86,33.97,38.87,52.38,34.21,47.3,41.23,45.12,47.23,58.88,58.75,49.92,45.5,50.66,46.32,44.6,46.77,51.07,47.28,73.36,65.94,79.83,73.2,86.43,80.04,78.67,42.81,35.19,35.13,40.21,43.9,52.68,42.35,6.0,4.0,8.0,9.0,10.0,10.0,8.0,2.0,5.0,13.0,7.0,12.0,6.0,5.0,10.0,11.0,14.0,11.0,10.0,15.0,10.0,10.0,8.0,43.0,8.0,24.0,10.0,11.0,7.0,6.0,11.0,10.0,10.0,9.0,9.0
BA00476,29.1,22.8,14.47,31.4,39.28,50.09,33.43,47.78,41.57,38.5,47.38,58.82,59.01,50.1,41.86,46.08,38.49,41.0,43.49,48.08,43.46,73.68,64.56,76.34,72.43,84.96,80.23,77.86,40.04,33.89,28.36,37.35,42.43,50.26,40.05,5.0,5.0,6.0,7.0,10.0,8.0,7.0,3.0,5.0,9.0,7.0,12.0,7.0,5.0,6.0,8.0,10.0,8.0,9.0,8.0,8.0,12.0,7.0,26.0,7.0,19.0,11.0,10.0,5.0,6.0,8.0,8.0,10.0,7.0,8.0
BA00436,22.23,34.78,4.19,23.61,22.29,40.92,27.87,48.9,47.09,22.72,43.79,45.22,59.63,48.31,30.27,34.65,18.76,28.94,24.78,38.33,29.8,74.37,62.43,67.94,70.24,78.26,80.69,75.0,31.23,35.57,12.73,27.78,24.72,41.55,30.56,2.0,13.0,3.0,2.0,4.0,4.0,4.0,5.0,8.0,3.0,4.0,5.0,8.0,4.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,15.0,5.0,10.0,4.0,8.0,14.0,6.0,2.0,7.0,2.0,2.0,3.0,3.0,3.0
BA00396,22.17,34.96,4.13,23.59,22.29,40.85,27.9,48.92,47.16,22.56,43.77,45.15,59.64,48.32,30.15,34.56,18.55,28.84,24.65,38.22,29.68,74.38,62.43,67.86,70.23,78.2,80.69,74.98,31.15,35.63,12.59,27.72,24.65,41.47,30.5,2.0,13.0,3.0,2.0,4.0,4.0,4.0,5.0,8.0,3.0,4.0,5.0,8.0,4.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,15.0,5.0,9.0,4.0,8.0,14.0,6.0,2.0,7.0,2.0,2.0,3.0,3.0,3.0
BA00357,22.11,35.1,4.06,23.66,22.41,40.57,27.94,48.98,47.21,22.41,43.72,45.08,59.67,48.33,30.33,34.71,18.6,28.92,24.82,38.26,29.82,74.41,62.51,67.83,70.27,78.17,80.72,75.0,31.26,35.77,12.58,27.78,24.78,41.37,30.6,2.0,13.0,3.0,2.0,4.0,3.0,4.0,5.0,8.0,3.0,4.0,5.0,8.0,4.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,15.0,5.0,9.0,4.0,8.0,14.0,6.0,2.0,7.0,2.0,2.0,3.0,3.0,3.0
BA00325,19.15,40.85,1.74,26.77,28.84,28.41,30.14,51.6,48.51,14.79,39.76,40.43,61.03,48.25,39.3,42.39,21.29,33.05,33.25,40.88,36.94,75.8,66.04,65.36,71.7,75.51,81.85,75.23,36.71,42.15,12.75,30.86,31.67,37.14,35.18,1.0,19.0,1.0,4.0,6.0,1.0,5.0,12.0,9.0,1.0,2.0,4.0,12.0,4.0,4.0,6.0,3.0,4.0,5.0,4.0,5.0,22.0,8.0,7.0,6.0,6.0,22.0,6.0,4.0,12.0,2.0,3.0,6.0,2.0,5.0
BA00290,17.7,24.86,2.13,26.46,18.42,29.91,22.67,53.95,37.21,16.85,39.0,32.01,63.07,46.47,33.24,29.65,15.99,29.25,22.27,36.81,29.03,76.04,62.81,63.93,71.52,72.5,82.05,73.98,32.84,27.7,10.14,28.8,21.06,36.09,27.93,1.0,6.0,2.0,4.0,3.0,1.0,2.0,15.0,3.0,2.0,2.0,2.0,18.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,24.0,5.0,6.0,6.0,4.0,24.0,5.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0
BA00253,15.46,2.11,2.46,25.64,3.3,31.5,11.79,56.92,21.36,18.95,37.48,19.42,65.5,43.57,26.67,13.62,9.79,24.88,8.1,32.72,19.48,76.24,57.57,61.16,70.78,67.61,82.2,71.77,28.55,8.06,7.02,26.18,6.52,35.11,18.36,1.0,0.0,2.0,3.0,0.0,1.0,0.0,23.0,1.0,2.0,1.0,0.0,21.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,26.0,2.0,5.0,5.0,2.0,25.0,3.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0
BA00215,15.46,2.11,2.46,25.64,3.3,31.5,11.79,56.92,21.36,18.95,37.48,19.42,65.5,43.57,26.67,13.62,9.79,24.88,8.1,32.72,19.48,76.24,57.57,61.16,70.78,67.61,82.2,71.77,28.55,8.06,7.02,26.18,6.52,35.11,18.36,1.0,0.0,2.0,3.0,0.0,1.0,0.0,23.0,1.0,2.0,1.0,0.0,21.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,26.0,2.0,5.0,5.0,2.0,25.0,3.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0
BA00180,23.97,6.66,8.1,24.29,9.66,41.94,17.19,57.94,30.96,28.55,39.19,30.89,66.84,47.77,35.07,23.63,18.22,27.58,16.68,38.53,27.13,75.91,55.97,60.17,68.41,68.93,81.87,71.31,35.98,15.24,14.34,27.05,14.26,42.71,24.85,2.0,1.0,4.0,2.0,1.0,4.0,1.0,26.0,1.0,5.0,2.0,2.0,23.0,4.0,3.0,1.0,2.0,1.0,1.0,3.0,2.0,23.0,2.0,4.0,3.0,2.0,22.0,3.0,3.0,1.0,3.0,1.0,1.0,4.0,1.0
BA00147,30.69,10.25,12.55,23.23,14.68,50.19,21.45,58.74,38.53,36.12,40.55,39.94,67.89,51.09,41.7,31.53,24.88,29.71,23.45,43.11,33.17,75.64,54.7,59.39,66.54,69.97,81.61,70.94,41.84,20.91,20.11,27.74,20.37,48.71,29.97,6.0,1.0,5.0,2.0,2.0,8.0,2.0,29.0,3.0,8.0,2.0,4.0,25.0,6.0,6.0,2.0,5.0,2.0,2.0,5.0,3.0,21.0,2.0,4.0,2.0,3.0,20.0,2.0,6.0,2.0,5.0,2.0,2.0,6.0,3.0
BA00115,30.92,11.13,12.86,23.53,15.61,50.52,22.1,58.84,39.21,36.58,40.85,40.73,68.0,51.42,42.14,32.23,25.35,30.1,24.3,43.46,33.74,75.69,55.18,59.72,66.78,70.4,81.66,71.21,42.19,21.71,20.52,28.09,21.25,49.03,30.55,6.0,2.0,6.0,2.0,2.0,8.0,2.0,29.0,4.0,8.0,2.0,4.0,26.0,6.0,6.0,3.0,5.0,2.0,3.0,5.0,3.0,21.0,2.0,4.0,2.0,3.0,21.0,2.0,6.0,2.0,5.0,2.0,2.0,6.0,3.0
BA00085,42.59,57.6,39.68,45.4,66.58,63.54,57.72,62.74,68.94,59.52,57.93,77.3,72.42,66.72,60.05,66.37,51.4,52.59,66.92,58.23,61.5,77.33,75.95,73.66,76.79,89.3,83.29,82.33,56.81,62.28,46.93,49.9,67.39,62.25,60.51,19.0,42.0,20.0,18.0,33.0,25.0,28.0,34.0,29.0,27.0,16.0,37.0,43.0,31.0,34.0,30.0,19.0,17.0,28.0,29.0,27.0,33.0,27.0,18.0,14.0,39.0,32.0,23.0,33.0,36.0,20.0,17.0,31.0,28.0,27.0
BA00056,47.85,69.38,56.45,55.47,84.78,66.9,69.86,64.13,76.15,66.99,64.16,86.69,73.65,71.09,64.74,76.57,63.88,63.34,82.03,63.41,71.08,77.92,80.64,77.46,80.19,93.69,83.89,85.24,61.19,73.22,61.14,60.01,83.63,66.32,70.71,33.0,74.0,50.0,36.0,78.0,32.0,60.0,39.0,49.0,46.0,28.0,68.0,45.0,42.0,50.0,66.0,45.0,40.0,65.0,44.0,59.0,38.0,51.0,32.0,26.0,74.0,38.0,43.0,44.0,70.0,46.0,38.0,72.0,38.0,59.0
