hex_id,dft_Emp_Wa,dft_Edu_Wa,dft_Hth_Wa,dft_Lei_Wa,dft_Shp_Wa,dft_Res_Wa,dft_All_Wa,dft_Emp_Cy,dft_Edu_Cy,dft_Hth_Cy,dft_Lei_Cy,dft_Shp_Cy,dft_Res_Cy,dft_All_Cy,dft_Emp_PT,dft_Edu_PT,dft_Hth_PT,dft_Lei_PT,dft_Shp_PT,dft_Res_PT,dft_All_PT,dft_Emp_Ca,dft_Edu_Ca,dft_Hth_Ca,dft_Lei_Ca,dft_Shp_Ca,dft_Res_Ca,dft_All_Ca,dft_Emp_To,dft_Edu_To,dft_Hth_To,dft_Lei_To,dft_Shp_To,dft_Res_To,dft_All_To,dft_Emp_Wa_100,dft_Edu_Wa_100,dft_Hth_Wa_100,dft_Lei_Wa_100,dft_Shp_Wa_100,dft_Res_Wa_100,dft_All_Wa_100,dft_Emp_Cy_100,dft_Edu_Cy_100,dft_Hth_Cy_100,dft_Lei_Cy_100,dft_Shp_Cy_100,dft_Res_Cy_100,dft_All_Cy_100,dft_Emp_PT_100,dft_Edu_PT_100,dft_Hth_PT_100,dft_Lei_PT_100,dft_Shp_PT_100,dft_Res_PT_100,dft_All_PT_100,dft_Emp_Ca_100,dft_Edu_Ca_100,dft_Hth_Ca_100,dft_Lei_Ca_100,dft_Shp_Ca_100,dft_Res_Ca_100,dft_All_Ca_100,dft_Emp_To_100,dft_Edu_To_100,dft_Hth_To_100,dft_Lei_To_100,dft_Shp_To_100,dft_Res_To_100,dft_All_To_100
SV00129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SV00126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SV00136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SV00134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SV00128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SV00125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SV00135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SV00141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SV00137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SV00150,34.16,34.54,53.29,28.87,35.8,54.92,37.88,47.61,47.97,73.56,46.8,60.85,57.97,51.63,34.5,36.68,48.29,30.45,41.07,42.77,37.3,69.92,66.55,87.22,65.53,83.92,76.95,75.55,36.43,36.37,51.63,31.03,39.75,49.9,38.74,9.0,13.0,42.0,5.0,9.0,12.0,10.0,3.0,8.0,66.0,6.0,13.0,4.0,7.0,3.0,4.0,16.0,3.0,8.0,4.0,5.0,0.0,9.0,83.0,2.0,16.0,0.0,7.0,4.0,7.0,26.0,3.0,9.0,7.0,7.0
SV00149,30.95,42.48,41.71,24.88,26.85,49.57,35.16,46.05,36.45,60.02,40.24,49.28,56.15,46.02,35.2,39.33,44.51,32.54,42.26,42.83,38.45,68.92,61.49,80.36,62.64,79.32,75.89,72.35,35.94,41.06,44.11,29.82,35.76,47.33,37.81,6.0,20.0,23.0,3.0,5.0,8.0,9.0,2.0,2.0,28.0,2.0,7.0,2.0,3.0,3.0,5.0,13.0,3.0,8.0,4.0,5.0,0.0,4.0,46.0,1.0,9.0,0.0,3.0,3.0,11.0,17.0,3.0,7.0,6.0,6.0
SV00148,30.83,12.69,7.02,22.79,32.86,37.08,25.78,44.73,21.28,37.26,37.29,52.06,54.23,42.8,31.56,24.94,23.01,26.49,35.16,37.33,30.88,67.45,49.18,69.4,61.58,77.13,74.15,69.1,33.39,18.46,16.77,25.73,35.02,38.89,29.85,6.0,2.0,4.0,2.0,8.0,3.0,3.0,1.0,1.0,8.0,1.0,8.0,2.0,2.0,2.0,1.0,3.0,1.0,6.0,3.0,2.0,0.0,1.0,10.0,1.0,7.0,0.0,1.0,2.0,1.0,3.0,1.0,7.0,2.0,3.0
SV00147,30.83,12.69,7.02,22.79,32.86,37.08,25.78,44.73,21.28,37.26,37.29,52.06,54.23,42.8,31.56,24.94,23.01,26.49,35.16,37.33,30.88,67.45,49.18,69.4,61.58,77.13,74.15,69.1,33.39,18.46,16.77,25.73,35.02,38.89,29.85,6.0,2.0,4.0,2.0,8.0,3.0,3.0,1.0,1.0,8.0,1.0,8.0,2.0,2.0,2.0,1.0,3.0,1.0,6.0,3.0,2.0,0.0,1.0,10.0,1.0,7.0,0.0,1.0,2.0,1.0,3.0,1.0,7.0,2.0,3.0
SV00146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SV00143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SV00139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SV00145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SV00144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SV00140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SV00142,39.99,52.75,29.57,43.67,47.67,62.01,49.58,55.14,71.13,49.5,66.7,65.18,66.3,62.36,46.82,56.82,42.54,54.3,52.02,52.52,51.54,70.66,76.8,86.85,82.99,84.46,78.02,80.85,46.69,55.76,37.44,50.67,50.8,58.39,51.71,15.0,33.0,13.0,17.0,15.0,21.0,18.0,18.0,34.0,15.0,33.0,16.0,21.0,19.0,12.0,16.0,12.0,19.0,12.0,18.0,12.0,1.0,29.0,82.0,39.0,18.0,1.0,17.0,12.0,26.0,12.0,18.0,14.0,20.0,15.0
SV00138,42.23,56.51,34.36,46.7,51.08,64.36,52.9,55.67,73.88,52.59,71.68,68.77,66.97,64.47,47.86,60.9,46.24,58.18,57.04,53.69,54.67,70.71,78.66,87.62,84.75,85.72,78.03,81.84,47.92,59.64,41.6,54.25,55.03,60.06,54.83,19.0,40.0,15.0,20.0,16.0,26.0,21.0,19.0,43.0,18.0,44.0,19.0,23.0,25.0,14.0,20.0,14.0,26.0,16.0,20.0,15.0,1.0,39.0,85.0,47.0,22.0,1.0,22.0,14.0,32.0,15.0,24.0,17.0,24.0,17.0
SV00133,50.52,29.56,40.98,72.75,66.73,68.39,56.8,56.87,60.47,61.31,87.23,80.49,68.36,67.87,50.18,49.47,51.66,74.68,71.61,55.73,60.11,70.68,69.85,82.59,92.91,90.78,78.0,83.9,51.43,39.89,47.7,74.81,69.97,62.97,59.51,42.0,9.0,22.0,74.0,33.0,35.0,27.0,22.0,16.0,31.0,81.0,44.0,26.0,33.0,19.0,10.0,20.0,69.0,37.0,23.0,24.0,1.0,13.0,59.0,92.0,50.0,1.0,32.0,22.0,10.0,21.0,73.0,37.0,29.0,26.0
SV00132,49.63,24.9,36.8,68.99,62.32,67.49,53.18,56.77,58.83,60.61,86.11,78.83,68.25,67.13,49.57,46.36,49.21,71.97,67.78,55.18,57.86,70.66,69.39,82.44,92.67,90.51,77.99,83.71,50.82,36.02,44.55,71.78,65.98,62.3,56.83,38.0,6.0,18.0,64.0,28.0,33.0,21.0,22.0,14.0,29.0,79.0,41.0,26.0,32.0,18.0,9.0,16.0,61.0,30.0,22.0,19.0,1.0,13.0,58.0,92.0,47.0,1.0,31.0,21.0,7.0,18.0,64.0,29.0,28.0,22.0
SV00131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SV00124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SV00123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SV00130,32.02,15.51,12.67,18.66,18.25,50.47,23.31,52.99,43.69,37.53,40.66,42.8,63.82,49.4,40.49,31.86,24.74,33.29,29.39,47.42,35.28,71.93,65.38,67.93,74.54,79.89,79.37,76.01,40.55,24.08,20.15,27.54,25.1,50.52,31.68,7.0,2.0,5.0,1.0,3.0,8.0,2.0,14.0,6.0,8.0,2.0,5.0,19.0,5.0,5.0,3.0,4.0,4.0,4.0,7.0,4.0,5.0,7.0,10.0,10.0,10.0,6.0,7.0,5.0,2.0,5.0,2.0,3.0,7.0,3.0
SV00127,32.02,15.51,12.67,18.66,18.25,50.47,23.31,52.99,43.69,37.53,40.66,42.8,63.82,49.4,40.49,31.86,24.74,33.29,29.39,47.42,35.28,71.93,65.38,67.93,74.54,79.89,79.37,76.01,40.55,24.08,20.15,27.54,25.1,50.52,31.68,7.0,2.0,5.0,1.0,3.0,8.0,2.0,14.0,6.0,8.0,2.0,5.0,19.0,5.0,5.0,3.0,4.0,4.0,4.0,7.0,4.0,5.0,7.0,10.0,10.0,10.0,6.0,7.0,5.0,2.0,5.0,2.0,3.0,7.0,3.0
SV00122,41.13,35.44,19.34,26.66,30.18,59.53,36.15,55.18,56.17,48.13,52.71,56.71,66.55,56.71,44.5,46.34,31.17,40.48,39.62,50.95,43.2,72.92,73.78,73.28,79.5,86.68,80.33,80.56,45.46,41.4,26.87,35.45,36.29,56.54,41.54,17.0,13.0,8.0,4.0,6.0,17.0,9.0,18.0,13.0,14.0,11.0,10.0,22.0,12.0,8.0,9.0,7.0,8.0,7.0,14.0,7.0,9.0,19.0,17.0,23.0,25.0,11.0,16.0,10.0,11.0,8.0,6.0,7.0,15.0,8.0
SV00119,41.13,35.44,19.34,26.66,30.18,59.53,36.15,55.18,56.17,48.13,52.71,56.71,66.55,56.71,44.5,46.34,31.17,40.48,39.62,50.95,43.2,72.92,73.78,73.28,79.5,86.68,80.33,80.56,45.46,41.4,26.87,35.45,36.29,56.54,41.54,17.0,13.0,8.0,4.0,6.0,17.0,9.0,18.0,13.0,14.0,11.0,10.0,22.0,12.0,8.0,9.0,7.0,8.0,7.0,14.0,7.0,9.0,19.0,17.0,23.0,25.0,11.0,16.0,10.0,11.0,8.0,6.0,7.0,15.0,8.0
SV00118,41.13,35.44,19.34,26.66,30.18,59.53,36.15,55.18,56.17,48.13,52.71,56.71,66.55,56.71,44.5,46.34,31.17,40.48,39.62,50.95,43.2,72.92,73.78,73.28,79.5,86.68,80.33,80.56,45.46,41.4,26.87,35.45,36.29,56.54,41.54,17.0,13.0,8.0,4.0,6.0,17.0,9.0,18.0,13.0,14.0,11.0,10.0,22.0,12.0,8.0,9.0,7.0,8.0,7.0,14.0,7.0,9.0,19.0,17.0,23.0,25.0,11.0,16.0,10.0,11.0,8.0,6.0,7.0,15.0,8.0
SV00120,27.18,15.57,9.26,18.09,14.97,44.84,20.84,50.99,34.82,29.03,38.58,36.28,62.12,45.6,35.82,27.58,17.74,26.41,21.95,41.99,29.45,71.94,53.87,53.79,63.59,66.0,79.08,67.64,36.19,21.82,14.6,23.75,19.56,45.27,27.35,4.0,2.0,4.0,1.0,2.0,6.0,2.0,11.0,2.0,5.0,2.0,3.0,16.0,3.0,3.0,1.0,2.0,1.0,2.0,4.0,2.0,5.0,2.0,2.0,1.0,2.0,5.0,1.0,3.0,2.0,3.0,1.0,1.0,5.0,2.0
SV00121,19.79,3.85,2.11,15.38,7.67,34.33,12.6,47.22,20.06,16.04,27.56,24.24,57.57,37.55,31.1,15.48,9.29,18.4,12.34,35.07,21.38,72.04,39.73,48.34,58.66,58.13,78.76,62.51,30.99,9.71,6.49,17.8,10.86,36.85,19.19,1.0,0.0,2.0,0.0,1.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,6.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0
SV00117,21.74,5.38,1.64,18.47,10.58,33.54,14.59,46.19,19.45,15.71,25.85,25.83,55.89,36.84,32.19,15.86,9.76,19.79,14.54,34.06,22.48,72.82,38.76,56.13,64.53,64.23,79.3,66.08,31.98,10.64,6.54,19.69,13.35,35.88,20.51,2.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,1.0,9.0,0.0,2.0,1.0,1.0,6.0,1.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0
SV00116,41.59,27.14,26.19,47.15,50.3,59.6,43.91,50.45,61.19,68.22,71.62,73.84,60.5,60.93,43.64,41.35,47.62,51.83,58.86,46.57,49.02,75.97,65.13,81.09,83.89,88.11,82.41,82.34,44.35,35.18,39.4,51.33,55.85,54.02,48.01,17.0,7.0,12.0,21.0,16.0,17.0,14.0,9.0,17.0,50.0,44.0,29.0,10.0,17.0,7.0,6.0,15.0,17.0,17.0,6.0,11.0,23.0,7.0,49.0,44.0,32.0,26.0,23.0,9.0,6.0,13.0,19.0,17.0,10.0,12.0
SV00115,41.59,27.14,26.19,47.15,50.3,59.6,43.91,50.45,61.19,68.22,71.62,73.84,60.5,60.93,43.64,41.35,47.62,51.83,58.86,46.57,49.02,75.97,65.13,81.09,83.89,88.11,82.41,82.34,44.35,35.18,39.4,51.33,55.85,54.02,48.01,17.0,7.0,12.0,21.0,16.0,17.0,14.0,9.0,17.0,50.0,44.0,29.0,10.0,17.0,7.0,6.0,15.0,17.0,17.0,6.0,11.0,23.0,7.0,49.0,44.0,32.0,26.0,23.0,9.0,6.0,13.0,19.0,17.0,10.0,12.0
SM00135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SM00207,34.16,34.54,53.29,28.87,35.8,54.92,37.88,47.61,47.97,73.56,46.8,60.85,57.97,51.63,34.5,36.68,48.29,30.45,41.07,42.77,37.3,69.92,66.55,87.22,65.53,83.92,76.95,75.55,36.43,36.37,51.63,31.03,39.75,49.9,38.74,9.0,13.0,42.0,5.0,9.0,12.0,10.0,3.0,8.0,66.0,6.0,13.0,4.0,7.0,3.0,4.0,16.0,3.0,8.0,4.0,5.0,0.0,9.0,83.0,2.0,16.0,0.0,7.0,4.0,7.0,26.0,3.0,9.0,7.0,7.0
SM00180,32.79,37.68,50.98,27.45,32.61,53.11,37.04,47.19,45.03,71.15,44.95,57.45,57.54,50.11,34.82,38.12,48.1,30.99,41.75,42.69,37.88,69.7,65.85,85.93,65.01,82.94,76.73,74.94,36.27,38.47,50.44,30.54,38.49,49.0,38.59,8.0,15.0,37.0,4.0,8.0,11.0,9.0,2.0,7.0,59.0,5.0,11.0,3.0,5.0,3.0,4.0,15.0,3.0,8.0,4.0,5.0,0.0,8.0,76.0,2.0,13.0,0.0,6.0,3.0,9.0,24.0,3.0,8.0,6.0,7.0
SM00151,30.65,38.68,37.28,24.3,27.35,47.93,33.79,46.14,36.07,59.21,40.73,50.62,56.27,46.31,34.88,37.85,41.88,31.66,41.38,42.15,37.58,68.98,61.85,80.66,63.61,80.37,75.93,72.94,35.68,38.41,40.76,29.18,35.61,46.27,36.83,6.0,16.0,18.0,3.0,6.0,7.0,7.0,2.0,2.0,26.0,2.0,7.0,3.0,3.0,3.0,4.0,11.0,3.0,8.0,4.0,5.0,0.0,5.0,47.0,1.0,10.0,0.0,4.0,3.0,9.0,14.0,2.0,7.0,5.0,6.0
SM00120,30.83,12.69,7.02,22.79,32.86,37.08,25.78,44.73,21.28,37.26,37.29,52.06,54.23,42.8,31.56,24.94,23.01,26.49,35.16,37.33,30.88,67.45,49.18,69.4,61.58,77.13,74.15,69.1,33.39,18.46,16.77,25.73,35.02,38.89,29.85,6.0,2.0,4.0,2.0,8.0,3.0,3.0,1.0,1.0,8.0,1.0,8.0,2.0,2.0,2.0,1.0,3.0,1.0,6.0,3.0,2.0,0.0,1.0,10.0,1.0,7.0,0.0,1.0,2.0,1.0,3.0,1.0,7.0,2.0,3.0
SM00090,30.83,12.69,7.02,22.79,32.86,37.08,25.78,44.73,21.28,37.26,37.29,52.06,54.23,42.8,31.56,24.94,23.01,26.49,35.16,37.33,30.88,67.45,49.18,69.4,61.58,77.13,74.15,69.1,33.39,18.46,16.77,25.73,35.02,38.89,29.85,6.0,2.0,4.0,2.0,8.0,3.0,3.0,1.0,1.0,8.0,1.0,8.0,2.0,2.0,2.0,1.0,3.0,1.0,6.0,3.0,2.0,0.0,1.0,10.0,1.0,7.0,0.0,1.0,2.0,1.0,3.0,1.0,7.0,2.0,3.0
SM00062,27.41,0.58,0.0,25.77,39.27,27.78,23.2,45.85,10.72,15.65,35.92,53.32,55.43,41.58,29.82,18.74,17.72,27.61,37.87,34.02,29.69,63.38,27.85,46.48,50.86,62.37,70.09,57.67,31.67,8.89,10.11,27.45,39.33,33.18,28.1,4.0,0.0,0.0,3.0,10.0,1.0,2.0,2.0,0.0,2.0,1.0,8.0,2.0,1.0,2.0,0.0,2.0,1.0,7.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,9.0,1.0,2.0
SM00036,27.41,0.58,0.0,25.77,39.27,27.78,23.2,45.85,10.72,15.65,35.92,53.32,55.43,41.58,29.82,18.74,17.72,27.61,37.87,34.02,29.69,63.38,27.85,46.48,50.86,62.37,70.09,57.67,31.67,8.89,10.11,27.45,39.33,33.18,28.1,4.0,0.0,0.0,3.0,10.0,1.0,2.0,2.0,0.0,2.0,1.0,8.0,2.0,1.0,2.0,0.0,2.0,1.0,7.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,9.0,1.0,2.0
SM00020,27.41,0.58,0.0,25.77,39.27,27.78,23.2,45.85,10.72,15.65,35.92,53.32,55.43,41.58,29.82,18.74,17.72,27.61,37.87,34.02,29.69,63.38,27.85,46.48,50.86,62.37,70.09,57.67,31.67,8.89,10.11,27.45,39.33,33.18,28.1,4.0,0.0,0.0,3.0,10.0,1.0,2.0,2.0,0.0,2.0,1.0,8.0,2.0,1.0,2.0,0.0,2.0,1.0,7.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,9.0,1.0,2.0
SM00001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
